source,target,weight,source_type,target_type
4821,1455,13.888035035192182,Epidermal/Muscle-related,Epidermal/Muscle-related
4855,1922,13.87318614462748,Nematocyte-related,Neural-related
4844,812,-13.86396004650723,Neural-related,Nematocyte-related
4901,838,13.85595605147605,Nematocyte-related,Epidermal/Muscle-related
4854,3048,13.853919921093073,Nematocyte-related,Epidermal/Muscle-related
4316,2309,-13.851113023327356,Nematocyte-related,Epidermal/Muscle-related
4821,544,-13.816412706875033,Epidermal/Muscle-related,Epidermal/Muscle-related
4821,1976,-13.81333403752336,Epidermal/Muscle-related,Neural-related
4981,4466,13.812817866804927,Nematocyte-related,Nematocyte-related
4380,1013,-13.807953395955943,Nematocyte-related,Nematocyte-related
4760,4244,-13.802522640269261,Neural-related,Epidermal/Muscle-related
4771,796,-13.80085239744313,Nematocyte-related,Epidermal/Muscle-related
4855,2055,-13.797926893486903,Nematocyte-related,Nematocyte-related
4771,2394,13.784271682118957,Nematocyte-related,Nematocyte-related
4981,2918,13.783444685061077,Nematocyte-related,Nematocyte-related
4981,2019,-13.777145872476535,Nematocyte-related,Nematocyte-related
4771,3471,13.769441156681959,Nematocyte-related,Neural-related
4990,5221,-13.76923328463693,Nematocyte-related,Epidermal/Muscle-related
4771,2686,-13.767491612910977,Nematocyte-related,Epidermal/Muscle-related
4760,4050,-13.751167094074134,Neural-related,Epidermal/Muscle-related
4771,2035,-13.74429009723634,Nematocyte-related,Epidermal/Muscle-related
4771,2438,13.73911826160655,Nematocyte-related,Nematocyte-related
4771,1426,13.737317485137744,Nematocyte-related,Epidermal/Muscle-related
4981,4596,-13.736895550047262,Nematocyte-related,Nematocyte-related
4821,2193,-13.726918972236684,Epidermal/Muscle-related,Epidermal/Muscle-related
4981,63,-13.718743930052792,Nematocyte-related,Epidermal/Muscle-related
4981,4034,13.716921292512296,Nematocyte-related,Nematocyte-related
4771,2471,13.713870102208194,Nematocyte-related,Epidermal/Muscle-related
4821,3415,-13.704582686588719,Epidermal/Muscle-related,Epidermal/Muscle-related
4981,5688,-13.673085330035109,Nematocyte-related,Epidermal/Muscle-related
4771,4018,13.664043532176258,Nematocyte-related,Epidermal/Muscle-related
4821,5847,-13.653595171130402,Epidermal/Muscle-related,Nematocyte-related
4855,4424,13.643693429223456,Nematocyte-related,Nematocyte-related
4990,6919,-13.64102114815908,Nematocyte-related,Epidermal/Muscle-related
4821,4795,-13.63759895505071,Epidermal/Muscle-related,Nematocyte-related
4981,4244,-13.630735744921559,Nematocyte-related,Epidermal/Muscle-related
4981,2336,13.629984388831023,Nematocyte-related,Epidermal/Muscle-related
4882,5424,-13.622682876668314,Nematocyte-related,Nematocyte-related
4821,673,-13.621909877928237,Epidermal/Muscle-related,Epidermal/Muscle-related
4771,4244,13.616473736463998,Nematocyte-related,Epidermal/Muscle-related
4901,846,13.613642596457684,Nematocyte-related,Nematocyte-related
4981,5563,-13.608645479388255,Nematocyte-related,Epidermal/Muscle-related
4981,3157,-13.601624677769207,Nematocyte-related,Epidermal/Muscle-related
4981,2981,13.596867063802218,Nematocyte-related,Epidermal/Muscle-related
4821,2533,-13.58484512892906,Epidermal/Muscle-related,Epidermal/Muscle-related
4855,3171,13.577327535658899,Nematocyte-related,Epidermal/Muscle-related
4991,2326,-13.573389731368444,Neural-related,Epidermal/Muscle-related
4855,6850,13.56884692736051,Nematocyte-related,Epidermal/Muscle-related
4771,4048,-13.561735772566315,Nematocyte-related,Neural-related
4981,2603,13.557934933145422,Nematocyte-related,Nematocyte-related
4771,3751,13.550757396327269,Nematocyte-related,Epidermal/Muscle-related
4527,812,13.544517040413625,Nematocyte-related,Nematocyte-related
4760,3193,-13.542038595291384,Neural-related,Neural-related
4771,89,13.530211227905648,Nematocyte-related,Neural-related
4771,2056,13.529580937248756,Nematocyte-related,Nematocyte-related
4785,555,13.523789041191337,Neural-related,Epidermal/Muscle-related
4981,1295,13.521944824020736,Nematocyte-related,Nematocyte-related
4380,5749,-13.520527230834775,Nematocyte-related,Epidermal/Muscle-related
4771,1275,13.514316902691474,Nematocyte-related,Epidermal/Muscle-related
4381,3289,-13.51368463686543,Epidermal/Muscle-related,Neural-related
4981,1504,-13.497211985224963,Nematocyte-related,Epidermal/Muscle-related
4699,1504,-13.496249047586485,Epidermal/Muscle-related,Epidermal/Muscle-related
4925,918,-13.483014583136319,Epidermal/Muscle-related,Epidermal/Muscle-related
4821,1495,-13.480828793238828,Epidermal/Muscle-related,Neural-related
4640,1504,13.467506631079804,Nematocyte-related,Epidermal/Muscle-related
4831,555,-13.465871751366086,Nematocyte-related,Epidermal/Muscle-related
4981,4598,-13.461338556051953,Nematocyte-related,Nematocyte-related
4981,3773,13.457129769538163,Nematocyte-related,Epidermal/Muscle-related
4771,2055,-13.454645366050537,Nematocyte-related,Nematocyte-related
4981,440,13.45181989924225,Nematocyte-related,Epidermal/Muscle-related
4855,266,-13.440053269481162,Nematocyte-related,Epidermal/Muscle-related
4964,577,13.438191825166962,Nematocyte-related,Epidermal/Muscle-related
4882,5624,-13.435166176741891,Nematocyte-related,Epidermal/Muscle-related
4771,5458,13.429462254394881,Nematocyte-related,Neural-related
4880,5424,-13.42461599293174,Neural-related,Nematocyte-related
4854,838,13.42442950763087,Nematocyte-related,Epidermal/Muscle-related
4994,812,-13.413105957025735,Neural-related,Nematocyte-related
4923,555,13.412096454759565,Nematocyte-related,Epidermal/Muscle-related
4821,916,-13.411146400197868,Epidermal/Muscle-related,Nematocyte-related
4981,3590,-13.409234959049897,Nematocyte-related,Epidermal/Muscle-related
4990,1075,-13.403928742666409,Nematocyte-related,Nematocyte-related
4655,3193,13.391872294288428,Nematocyte-related,Neural-related
4771,2936,-13.390020150210788,Nematocyte-related,Epidermal/Muscle-related
4380,577,-13.388228717283331,Nematocyte-related,Epidermal/Muscle-related
4925,302,-13.388132297815527,Epidermal/Muscle-related,Epidermal/Muscle-related
4821,6608,-13.385609099300414,Epidermal/Muscle-related,Epidermal/Muscle-related
4855,5810,-13.378746100654887,Nematocyte-related,Nematocyte-related
4821,6235,13.376061952078224,Epidermal/Muscle-related,Neural-related
4981,4018,-13.376018770193898,Nematocyte-related,Epidermal/Muscle-related
4925,357,-13.364759779344247,Epidermal/Muscle-related,Neural-related
4981,5512,13.3629140352459,Nematocyte-related,Epidermal/Muscle-related
4855,3471,13.349448553059567,Nematocyte-related,Neural-related
4785,4822,13.348107005984504,Neural-related,Neural-related
4771,2603,-13.346614563723879,Nematocyte-related,Nematocyte-related
4925,5749,-13.341417581733936,Epidermal/Muscle-related,Epidermal/Muscle-related
4699,282,13.339352956489078,Epidermal/Muscle-related,Neural-related
4821,1583,13.33931524354707,Epidermal/Muscle-related,Epidermal/Muscle-related
4771,1525,-13.331140132292624,Nematocyte-related,Epidermal/Muscle-related
4821,6411,-13.330695256423837,Epidermal/Muscle-related,Nematocyte-related
4983,5418,-13.327171335247153,Nematocyte-related,Nematocyte-related
4771,6850,13.321214574706444,Nematocyte-related,Epidermal/Muscle-related
4821,1207,-13.321063529744064,Epidermal/Muscle-related,Epidermal/Muscle-related
4821,4980,-13.31679517904493,Epidermal/Muscle-related,Epidermal/Muscle-related
4771,2650,13.311761892519417,Nematocyte-related,Nematocyte-related
4981,3201,-13.308538024280004,Nematocyte-related,Epidermal/Muscle-related
4821,5180,-13.304616401191543,Epidermal/Muscle-related,Epidermal/Muscle-related
4981,5102,13.303535282161668,Nematocyte-related,Nematocyte-related
4785,4050,13.2968056358267,Neural-related,Epidermal/Muscle-related
4981,135,13.29560289000238,Nematocyte-related,Neural-related
4968,838,-13.294731953392697,Nematocyte-related,Epidermal/Muscle-related
